Cidade,Estado,ID,Latitude,Longitude,Amazonia
Cerro Azul,Paraná,410520,-24.8245108,-49.2615181,Não
Cianorte,Paraná,410550,-23.662036,-52.6103989,Não
Colombo,Paraná,410580,-25.2925439,-49.2243472,Não
Contenda,Paraná,410620,-25.678811,-49.535044,Não
Curitiba,Paraná,410690,-25.4295963,-49.2712724,Não
Doutor Ulysses,Paraná,412863,-24.5661713,-49.4203013,Não
Fazenda Rio Grande,Paraná,410765,-25.645841,-49.3126653,Não
Foz do Iguaçu,Paraná,410830,-25.5304023,-54.5830692,Não
Francisco Beltrão,Paraná,410840,-26.0790979,-53.0533527,Não
Guarapuava,Paraná,410940,-25.3950986,-51.4622016,Não
Ibiporã,Paraná,410980,-23.2684137,-51.0475907,Não
Irati,Paraná,411070,-25.469663,-50.649287,Não
Itaperuçu,Paraná,411125,-25.2212291,-49.3458394,Não
Lapa,Paraná,411320,-25.76709,-49.716777,Não
Londrina,Paraná,411370,-23.3112878,-51.1595023,Não
Mandirituba,Paraná,411430,-25.7772457,-49.3279107,Não
Marechal Cândido Rondon,Paraná,411460,-24.5582532,-54.0587821,Não
Maringá,Paraná,411520,-23.425269,-51.9382078,Não
Palmas,Paraná,411760,-26.483868,-51.988812,Não
Paranaguá,Paraná,411820,-25.5148822,-48.5226695,Não
Paranavaí,Paraná,411840,-23.08165,-52.461724,Não
Pato Branco,Paraná,411850,-26.2295984,-52.6712474,Não
Pinhais,Paraná,411915,-25.4443488,-49.1900307,Não
Piraquara,Paraná,411950,-25.4423273,-49.0604473,Não
Ponta Grossa,Paraná,411990,-25.0891685,-50.1601812,Não
Prudentópolis,Paraná,412060,-25.203358,-50.9895774,Não
Quatro Barras,Paraná,412080,-25.3708987,-49.0745672,Não
Quitandinha,Paraná,412120,-25.8737269,-49.4977717,Não
Rio Branco do Sul,Paraná,412220,-25.1885374,-49.3119082,Não
Rolândia,Paraná,412240,-23.3119901,-51.3674145,Não
São José dos Pinhais,Paraná,412550,-25.533816,-49.2072163,Não
Sarandi,Paraná,412625,-23.444117,-51.876016,Não
Telêmaco Borba,Paraná,412710,-24.3282939,-50.6318021,Não
Tijucas do Sul,Paraná,412760,-25.9273376,-49.179265,Não
Toledo,Paraná,412770,-24.7222438,-53.7402476,Não
Tunas do Paraná,Paraná,412788,-24.9739476,-49.0862467,Não
Umuarama,Paraná,412810,-23.7621152,-53.3116192,Não
União da Vitória,Paraná,412820,-26.228596,-51.0869796,Não
Abreu e Lima,Pernambuco,260005,-7.900719,-34.898389,Não
Araçoiaba,Pernambuco,260105,-7.7856903,-35.0898881,Não
Araripina,Pernambuco,260110,-7.5768582,-40.5038509,Não
Arcoverde,Pernambuco,260120,-8.4208643,-37.0547808,Não
Belo Jardim,Pernambuco,260170,-8.3338293,-36.4176419,Não
Bezerros,Pernambuco,260190,-8.2372132,-35.7558262,Não
Brejo da Madre de Deus,Pernambuco,260260,-8.1409718,-36.3712527,Não
Buíque,Pernambuco,260280,-8.6239732,-37.157296,Não
Cabo de Santo Agostinho,Pernambuco,260290,-8.2838945,-35.0320984,Não
Camaragibe,Pernambuco,260345,-8.0213832,-34.9810768,Não
Carpina,Pernambuco,260400,-7.8459105,-35.2538861,Não
Caruaru,Pernambuco,260410,-8.2829702,-35.9722852,Não
Escada,Pernambuco,260520,-8.3623847,-35.2366232,Não
Garanhuns,Pernambuco,260600,-8.8905889,-36.4930896,Não
Goiana,Pernambuco,260620,-7.560603,-34.99591,Não
Gravatá,Pernambuco,260640,-8.1993049,-35.5631137,Não
Igarassu,Pernambuco,260680,-7.8354423,-34.9061125,Não
Ilha de Itamaracá,Pernambuco,260760,-7.747664,-34.830319,Não
Ipojuca,Pernambuco,260720,-8.3980773,-35.0611068,Não
Itapissuma,Pernambuco,260775,-7.767983,-34.897136,Não
Jaboatão dos Guararapes,Pernambuco,260790,-8.1752476,-34.9468716,Não
Limoeiro,Pernambuco,260890,-7.872599,-35.440154,Não
Moreno,Pernambuco,260940,-8.108706,-35.08354,Não
Olinda,Pernambuco,260960,-7.9986401,-34.8459552,Não
Ouricuri,Pernambuco,260990,-7.884432,-40.0833221,Não
Palmares,Pernambuco,261000,-8.684226,-35.589032,Não
Paudalho,Pernambuco,261060,-7.90287,-35.171639,Não
Paulista,Pernambuco,261070,-7.9340069,-34.868407,Não
Pesqueira,Pernambuco,261090,-8.3574471,-36.6968238,Não
Petrolina,Pernambuco,261110,-9.3817334,-40.4968875,Não
Recife,Pernambuco,261160,-8.0584933,-34.8848193,Não
Salgueiro,Pernambuco,261220,-8.0726731,-39.1269719,Não
Santa Cruz do Capibaribe,Pernambuco,261250,-7.948019,-36.206092,Não
São Bento do Una,Pernambuco,261300,-8.5196562,-36.4454372,Não
São Lourenço da Mata,Pernambuco,261370,-7.9959607,-35.039335,Não
Serra Talhada,Pernambuco,261390,-7.9867805,-38.2920294,Não
Surubim,Pernambuco,261450,-7.8424353,-35.7539722,Não
Timbaúba,Pernambuco,261530,-7.5118822,-35.316076,Não
Vitória de Santo Antão,Pernambuco,261640,-8.1209019,-35.2944858,Não
Altos,Piauí,220040,-5.0393915,-42.4611694,Não
Beneditinos,Piauí,220160,-5.5144956,-42.3713028,Não
Coivaras,Piauí,220273,-5.1178549,-42.2846258,Não
Curralinhos,Piauí,220325,-5.6060766,-42.8433572,Não
Demerval Lobão,Piauí,220330,-5.3640643,-42.673993,Não
Floriano,Piauí,220390,-6.7675739,-43.022261,Não
José de Freitas,Piauí,220550,-4.7578357,-42.5763777,Não
Lagoa Alegre,Piauí,220555,-4.491083,-42.5659734,Não
Lagoa do Piauí,Piauí,220558,-5.4507601,-42.6241003,Não
Miguel Leão,Piauí,220630,-5.7099281,-42.6407654,Não
Monsenhor Gil,Piauí,220640,-5.5609098,-42.6127716,Não
Nazária,Piauí,220672,-5.3512851,-42.8152823,Não
Parnaíba,Piauí,220770,-2.9147515,-41.7661953,Não
Pau D'Arco do Piauí,Piauí,220779,-5.2423388,-42.469067,Não
Picos,Piauí,220800,-7.0823544,-41.4685053,Não
Piripiri,Piauí,220840,-4.2732339,-41.7785173,Não
Teresina,Piauí,221100,-5.0874608,-42.8049571,Não
União,Piauí,221110,-4.5892553,-42.8593348,Não
Angra dos Reis,Rio de Janeiro,330010,-23.1555405,-44.2344809,Não
Araruama,Rio de Janeiro,330020,-22.8733203,-42.3428897,Não
Barra do Piraí,Rio de Janeiro,330030,-22.4242692,-43.8935244,Não
Barra Mansa,Rio de Janeiro,330040,-22.5617455,-44.1663435,Não
Belford Roxo,Rio de Janeiro,330045,-22.7667284,-43.4033603,Não
Cabo Frio,Rio de Janeiro,330070,-22.8804369,-42.0189227,Não
Cachoeiras de Macacu,Rio de Janeiro,330080,-22.4626861,-42.6534414,Não
Campos dos Goytacazes,Rio de Janeiro,330100,-21.7546,-41.3242,Não
Duque de Caxias,Rio de Janeiro,330170,-22.6429163,-43.3021266,Não
Guapimirim,Rio de Janeiro,330185,-22.5266308,-42.9790687,Não
Itaboraí,Rio de Janeiro,330190,-22.7558128,-42.8829561,Não
Itaguaí,Rio de Janeiro,330200,-22.8122697,-43.823563,Não
Itaperuna,Rio de Janeiro,330220,-21.215816,-41.879813,Não
Japeri,Rio de Janeiro,330227,-22.6427642,-43.6533831,Não
Macaé,Rio de Janeiro,330240,-22.2828305,-41.9649091,Não
Magé,Rio de Janeiro,330250,-22.6604221,-43.0426162,Não
Maricá,Rio de Janeiro,330270,-22.9196772,-42.8184375,Não
Mesquita,Rio de Janeiro,330285,-22.783092,-43.4293599,Não
Nilópolis,Rio de Janeiro,330320,-22.8080114,-43.4138222,Não
Niterói,Rio de Janeiro,330330,-22.8884,-43.1147,Não
Nova Friburgo,Rio de Janeiro,330340,-22.3061661,-42.4934183,Não
Nova Iguaçu,Rio de Janeiro,330350,-22.7592175,-43.4508728,Não
Paracambi,Rio de Janeiro,330360,-22.6109158,-43.7096912,Não
Petrópolis,Rio de Janeiro,330390,-22.5075743,-43.1785356,Não
Queimados,Rio de Janeiro,330414,-22.7156978,-43.555754,Não
Resende,Rio de Janeiro,330420,-22.4683626,-44.4463494,Não
Rio Bonito,Rio de Janeiro,330430,-22.7108378,-42.6271864,Não
Rio das Ostras,Rio de Janeiro,330452,-22.5269448,-41.944972,Não
Rio de Janeiro,Rio de Janeiro,330455,-22.9110137,-43.2093727,Não
São Gonçalo,Rio de Janeiro,330490,-22.821635,-42.9956797,Não
São João de Meriti,Rio de Janeiro,330510,-22.7853575,-43.366715,Não
São Pedro da Aldeia,Rio de Janeiro,330520,-22.8384835,-42.1031604,Não
Saquarema,Rio de Janeiro,330550,-22.9257974,-42.507633,Não
Seropédica,Rio de Janeiro,330555,-22.7438887,-43.6991998,Não
Tanguá,Rio de Janeiro,330575,-22.7353777,-42.7202272,Não
Teresópolis,Rio de Janeiro,330580,-22.4164578,-42.975194,Não
Três Rios,Rio de Janeiro,330600,-22.1167884,-43.2087226,Não
Valença,Rio de Janeiro,330610,-22.2461028,-43.6996917,Não
Volta Redonda,Rio de Janeiro,330630,-22.521856,-44.1040128,Não
Açu,Rio Grande do Norte,240020,-5.5836157,-36.9139541,Não
Caicó,Rio Grande do Norte,240200,-6.4594544,-37.0971911,Não
Ceará-Mirim,Rio Grande do Norte,240260,-5.633588,-35.4248407,Não
Extremoz,Rio Grande do Norte,240360,-5.7057628,-35.3034765,Não
Macaíba,Rio Grande do Norte,240710,-5.8561372,-35.3523774,Não
Monte Alegre,Rio Grande do Norte,240780,-6.069901,-35.333635,Não
Mossoró,Rio Grande do Norte,240800,-5.1904332,-37.3443872,Não
Natal,Rio Grande do Norte,240810,-5.805398,-35.2080905,Não
Nísia Floresta,Rio Grande do Norte,240820,-6.0902674,-35.2085026,Não
Parnamirim,Rio Grande do Norte,240325,-5.9153334,-35.2679913,Não
São Gonçalo do Amarante,Rio Grande do Norte,241200,-5.7932331,-35.3286312,Não
São José de Mipibu,Rio Grande do Norte,241220,-6.0746867,-35.2370184,Não
Vera Cruz,Rio Grande do Norte,241480,-6.0493346,-35.4311152,Não
Alegrete,Rio Grande do Sul,430040,-29.790166,-55.794862,Não
Alvorada,Rio Grande do Sul,430060,-29.9981184,-51.0772509,Não
Araricá,Rio Grande do Sul,430087,-29.6168543,-50.929121,Não
Arroio dos Ratos,Rio Grande do Sul,430110,-30.0894524,-51.7265541,Não
Bagé,Rio Grande do Sul,430160,-31.3314264,-54.1062808,Não
Bento Gonçalves,Rio Grande do Sul,430210,-29.1654014,-51.5197627,Não
Cachoeira do Sul,Rio Grande do Sul,430300,-30.0482234,-52.8901686,Não
Cachoeirinha,Rio Grande do Sul,430310,-29.9493353,-51.0898927,Não
Camaquã,Rio Grande do Sul,430350,-30.8524752,-51.8075619,Não
Campo Bom,Rio Grande do Sul,430390,-29.678418,-51.0572268,Não
Canguçu,Rio Grande do Sul,430450,-31.398276,-52.6773522,Não
Canoas,Rio Grande do Sul,430460,-29.9216045,-51.1799525,Não
Capão da Canoa,Rio Grande do Sul,430463,-29.7508278,-50.0210729,Não
Capela de Santana,Rio Grande do Sul,430468,-29.6926603,-51.3206659,Não
Carazinho,Rio Grande do Sul,430470,-28.2981634,-52.7942363,Não
Caxias do Sul,Rio Grande do Sul,430510,-29.1685045,-51.1796385,Não
Charqueadas,Rio Grande do Sul,430535,-29.9549088,-51.6249534,Não
Cruz Alta,Rio Grande do Sul,430610,-28.645056,-53.6058047,Não
Dois Irmãos,Rio Grande do Sul,430640,-29.58356,-51.089776,Não
Eldorado do Sul,Rio Grande do Sul,430676,-29.9976311,-51.3063965,Não
Erechim,Rio Grande do Sul,430700,-27.6350709,-52.2738654,Não
Estância Velha,Rio Grande do Sul,430760,-29.6529666,-51.1719687,Não
Esteio,Rio Grande do Sul,430770,-29.8511627,-51.1778852,Não
Farroupilha,Rio Grande do Sul,430790,-29.22647,-51.3468188,Não
Glorinha,Rio Grande do Sul,430905,-29.8790534,-50.7869437,Não
Gravataí,Rio Grande do Sul,430920,-29.9440222,-50.9930938,Não
Guaíba,Rio Grande do Sul,430930,-30.1130731,-51.329442,Não
Ijuí,Rio Grande do Sul,431020,-28.3878734,-53.9201692,Não
Ivoti,Rio Grande do Sul,431080,-29.5934057,-51.1599403,Não
Lajeado,Rio Grande do Sul,431140,-29.4671522,-51.9624046,Não
Montenegro,Rio Grande do Sul,431240,-29.6826112,-51.4687455,Não
Nova Hartz,Rio Grande do Sul,431306,-29.5842391,-50.9043246,Não
Nova Santa Rita,Rio Grande do Sul,431337,-29.8489972,-51.2764275,Não
Novo Hamburgo,Rio Grande do Sul,431340,-29.6905705,-51.1429035,Não
Parobé,Rio Grande do Sul,431405,-29.624257,-50.83118,Não
Passo Fundo,Rio Grande do Sul,431410,-28.2550598,-52.3966606,Não
Pelotas,Rio Grande do Sul,431440,-31.7699736,-52.3410161,Não
Portão,Rio Grande do Sul,431480,-29.6932554,-51.2331837,Não
Porto Alegre,Rio Grande do Sul,431490,-30.0324999,-51.2303767,Não
Rio Grande,Rio Grande do Sul,431560,-32.0334252,-52.0991297,Não
Sant'Ana do Livramento,Rio Grande do Sul,431710,-30.8894097,-55.5317694,Não
Santa Cruz do Sul,Rio Grande do Sul,431680,-29.714209,-52.4285807,Não
Santa Maria,Rio Grande do Sul,431690,-29.6860512,-53.8069214,Não
Santa Rosa,Rio Grande do Sul,431720,-27.8643546,-54.4779287,Não
Santo Ângelo,Rio Grande do Sul,431750,-28.3000481,-54.2669971,Não
Santo Antônio da Patrulha,Rio Grande do Sul,431760,-29.826768,-50.517489,Não
São Borja,Rio Grande do Sul,431800,-28.6592237,-56.0044295,Não
São Gabriel,Rio Grande do Sul,431830,-30.334214,-54.3227149,Não
São Jerônimo,Rio Grande do Sul,431840,-29.959642,-51.7238192,Não
São Leopoldo,Rio Grande do Sul,431870,-29.7544405,-51.1516497,Não
Sapiranga,Rio Grande do Sul,431990,-29.6392382,-51.0068586,Não
Sapucaia do Sul,Rio Grande do Sul,432000,-29.8197019,-51.1608722,Não
Taquara,Rio Grande do Sul,432120,-29.6452036,-50.7832169,Não
Tramandaí,Rio Grande do Sul,432160,-29.9855339,-50.1316076,Não
Triunfo,Rio Grande do Sul,432200,-29.9407972,-51.7191859,Não
Uruguaiana,Rio Grande do Sul,432240,-29.7560726,-57.0867546,Não
Vacaria,Rio Grande do Sul,432250,-28.5102901,-50.9356044,Não
Venâncio Aires,Rio Grande do Sul,432260,-29.614306,-52.193159,Não
Viamão,Rio Grande do Sul,432300,-30.0819338,-51.0261927,Não
Ariquemes,Rondônia,110002,-9.9076522,-63.033069,Sim
Cacoal,Rondônia,110004,-11.4333,-61.4420502,Sim
Jaru,Rondônia,110011,-10.431826,-62.478769,Sim
Ji-Paraná,Rondônia,110012,-10.8778148,-61.9277854,Sim
Porto Velho,Rondônia,110020,-8.7494525,-63.8735438,Sim
Rolim de Moura,Rondônia,110028,-11.727071,-61.771411,Sim
Vilhena,Rondônia,110030,-12.7368536,-60.1465555,Sim
Boa Vista,Roraima,140010,2.8208478,-60.6719582,Sim
Águas Mornas,Santa Catarina,420060,-27.696316,-48.8247831,Não
Alfredo Wagner,Santa Catarina,420070,-27.6961513,-49.3326734,Não
Angelina,Santa Catarina,420090,-27.5805287,-48.9838759,Não
Anitápolis,Santa Catarina,420110,-27.9041185,-49.1287395,Não
Antônio Carlos,Santa Catarina,420120,-27.5168462,-48.7684715,Não
Araranguá,Santa Catarina,420140,-28.9348832,-49.4858389,Não
Balneário Camboriú,Santa Catarina,420200,-26.9924395,-48.6339782,Não
Biguaçu,Santa Catarina,420230,-27.4961277,-48.6542432,Não
Blumenau,Santa Catarina,420240,-26.9195567,-49.0658025,Não
Brusque,Santa Catarina,420290,-27.0964628,-48.9136323,Não
Caçador,Santa Catarina,420300,-26.7737784,-51.0134844,Não
Camboriú,Santa Catarina,420320,-27.0273601,-48.6535657,Não
Canelinha,Santa Catarina,420370,-27.2660341,-48.7666708,Não
Canoinhas,Santa Catarina,420380,-26.1755121,-50.3949592,Não
Chapecó,Santa Catarina,420420,-27.1110472,-52.5958977,Não
Concórdia,Santa Catarina,420430,-27.2312011,-52.0231024,Não
Criciúma,Santa Catarina,420460,-28.6789941,-49.3695627,Não
Florianópolis,Santa Catarina,420540,-27.5973002,-48.5496098,Não
Garopaba,Santa Catarina,420570,-28.0274798,-48.6240197,Não
Gaspar,Santa Catarina,420590,-26.9307306,-48.9566824,Não
Governador Celso Ramos,Santa Catarina,420600,-27.317161,-48.557608,Não
Içara,Santa Catarina,420700,-28.7116553,-49.2971441,Não
Indaial,Santa Catarina,420750,-26.8901747,-49.2416736,Não
Itajaí,Santa Catarina,420820,-26.9046787,-48.6552979,Não
Itapema,Santa Catarina,420830,-27.09472,-48.6137778,Não
Jaraguá do Sul,Santa Catarina,420890,-26.4897432,-49.0778063,Não
Joinville,Santa Catarina,420910,-26.3044898,-48.8486726,Não
Lages,Santa Catarina,420930,-27.8165664,-50.325883,Não
Leoberto Leal,Santa Catarina,420980,-27.5071209,-49.2871979,Não
Mafra,Santa Catarina,421010,-26.1150943,-49.8035982,Não
Major Gercino,Santa Catarina,421020,-27.419236,-48.94878,Não
Navegantes,Santa Catarina,421130,-26.8898813,-48.6495828,Não
Nova Trento,Santa Catarina,421150,-27.2862616,-48.9302652,Não
Palhoça,Santa Catarina,421190,-27.6447774,-48.6646323,Não
Paulo Lopes,Santa Catarina,421230,-27.964968,-48.6830299,Não
Rancho Queimado,Santa Catarina,421430,-27.6727911,-49.0124197,Não
Rio do Sul,Santa Catarina,421480,-27.2162607,-49.643654,Não
Santo Amaro da Imperatriz,Santa Catarina,421570,-27.6865324,-48.7769405,Não
São Bento do Sul,Santa Catarina,421580,-26.2483669,-49.3820672,Não
São Bonifácio,Santa Catarina,421590,-27.900907,-48.932608,Não
São Francisco do Sul,Santa Catarina,421620,-26.2495087,-48.6308087,Não
São João Batista,Santa Catarina,421630,-27.277547,-48.8496101,Não
São José,Santa Catarina,421660,-27.6157733,-48.6276491,Não
São Pedro de Alcântara,Santa Catarina,421725,-27.5676985,-48.8047973,Não
Tijucas,Santa Catarina,421800,-27.239404,-48.6353696,Não
Tubarão,Santa Catarina,421870,-28.471488,-49.014132,Não
Videira,Santa Catarina,421930,-27.00544,-51.1533733,Não
Xanxerê,Santa Catarina,421950,-26.8748603,-52.4035964,Não
Americana,São Paulo,350160,-22.7392463,-47.3306032,Não
Amparo,São Paulo,350190,-22.70111,-46.76444,Não
Andradina,São Paulo,350210,-20.896505,-51.3742765,Não
Araçatuba,São Paulo,350280,-21.207992,-50.4390225,Não
Araraquara,São Paulo,350320,-21.7886713,-48.1773096,Não
Araras,São Paulo,350330,-22.3569192,-47.3838766,Não
Artur Nogueira,São Paulo,350380,-22.572737,-47.172679,Não
Arujá,São Paulo,350390,-23.396266,-46.3175449,Não
Assis,São Paulo,350400,-22.6620892,-50.420623,Não
Atibaia,São Paulo,350410,-23.1177393,-46.5547861,Não
Avaré,São Paulo,350450,-23.1045215,-48.9259103,Não
Barretos,São Paulo,350550,-20.5531437,-48.5697509,Não
Barueri,São Paulo,350570,-23.5112184,-46.8764612,Não
Batatais,São Paulo,350590,-20.892867,-47.592149,Não
Bauru,São Paulo,350600,-22.3218102,-49.0705863,Não
Bebedouro,São Paulo,350610,-20.949077,-48.479083,Não
Bertioga,São Paulo,350635,-23.848568,-46.139586,Não
Birigui,São Paulo,350650,-21.2908491,-50.34144,Não
Biritiba-Mirim,São Paulo,350660,-23.5697765,-46.0407456,Não
Boituva,São Paulo,350700,-23.2838893,-47.6738231,Não
Botucatu,São Paulo,350750,-22.8879628,-48.4410712,Não
Bragança Paulista,São Paulo,350760,-22.9520235,-46.5418586,Não
Caçapava,São Paulo,350850,-23.099204,-45.707645,Não
Caieiras,São Paulo,350900,-23.3644621,-46.7484765,Não
Cajamar,São Paulo,350920,-23.3561111,-46.8769444,Não
Campinas,São Paulo,350950,-22.9056391,-47.059564,Não
Campo Limpo Paulista,São Paulo,350960,-23.207791,-46.788919,Não
Campos do Jordão,São Paulo,350970,-22.738299,-45.5903769,Não
Capivari,São Paulo,351040,-22.9999295,-47.5031066,Não
Caraguatatuba,São Paulo,351050,-23.62028,-45.41306,Não
Carapicuíba,São Paulo,351060,-23.5234673,-46.8406808,Não
Catanduva,São Paulo,351110,-21.1331035,-48.9712817,Não
Cosmópolis,São Paulo,351280,-22.6437398,-47.1972086,Não
Cotia,São Paulo,351300,-23.603889,-46.918889,Não
Cruzeiro,São Paulo,351340,-22.5783685,-44.9642044,Não
Cubatão,São Paulo,351350,-23.8857982,-46.4241869,Não
Diadema,São Paulo,351380,-23.6866428,-46.6246935,Não
Embu das Artes,São Paulo,351500,-23.6495294,-46.8528497,Não
Embu-Guaçu,São Paulo,351510,-23.8317997,-46.8156204,Não
Fernandópolis,São Paulo,351550,-20.2825647,-50.2500762,Não
Ferraz de Vasconcelos,São Paulo,351570,-23.541056,-46.37097,Não
Franca,São Paulo,351620,-20.5381768,-47.4009795,Não
Francisco Morato,São Paulo,351630,-23.2817308,-46.7448996,Não
Franco da Rocha,São Paulo,351640,-23.3328038,-46.724446,Não
Guararema,São Paulo,351830,-23.4136776,-46.0383744,Não
Guaratinguetá,São Paulo,351840,-22.8057839,-45.1908926,Não
Guarujá,São Paulo,351870,-23.9927768,-46.2558332,Não
Guarulhos,São Paulo,351880,-23.4675941,-46.5277704,Não
Hortolândia,São Paulo,351907,-22.8620175,-47.2164219,Não
Ibitinga,São Paulo,351960,-21.75623,-48.831903,Não
Ibiúna,São Paulo,351970,-23.6544825,-47.220856,Não
Indaiatuba,São Paulo,352050,-23.0908356,-47.2180677,Não
Itanhaém,São Paulo,352210,-24.1833421,-46.7896229,Não
Itapecerica da Serra,São Paulo,352220,-23.7176303,-46.8492435,Não
Itapetininga,São Paulo,352230,-23.588607,-48.048326,Não
Itapeva,São Paulo,352240,-23.9849105,-48.8803886,Não
Itapevi,São Paulo,352250,-23.54888,-46.933889,Não
Itapira,São Paulo,352260,-22.436111,-46.821667,Não
Itaquaquecetuba,São Paulo,352310,-23.4754492,-46.3514033,Não
Itararé,São Paulo,352320,-24.1145368,-49.3352464,Não
Itatiba,São Paulo,352340,-23.0055542,-46.8397726,Não
Itu,São Paulo,352390,-23.2637798,-47.2998462,Não
Itupeva,São Paulo,352400,-23.1531055,-47.0580347,Não
Jaboticabal,São Paulo,352430,-21.252037,-48.325223,Não
Jacareí,São Paulo,352440,-23.3050682,-45.9723075,Não
Jaguariúna,São Paulo,352470,-22.70374,-46.985062,Não
Jandira,São Paulo,352500,-23.5282246,-46.902003,Não
Jaú,São Paulo,352530,-22.293585,-48.559193,Não
Jundiaí,São Paulo,352590,-23.1887668,-46.884506,Não
Juquitiba,São Paulo,352620,-23.932346,-47.0714217,Não
Leme,São Paulo,352670,-22.1844807,-47.385295,Não
Lençóis Paulista,São Paulo,352680,-22.6029897,-48.8031367,Não
Limeira,São Paulo,352690,-22.5615068,-47.401766,Não
Lins,São Paulo,352710,-21.6741873,-49.7518932,Não
Lorena,São Paulo,352720,-22.7367652,-45.1070876,Não
Mairiporã,São Paulo,352850,-23.3190348,-46.5876377,Não
Marília,São Paulo,352900,-22.2172002,-49.9500061,Não
Matão,São Paulo,352930,-21.6033611,-48.3660603,Não
Mauá,São Paulo,352940,-23.6669527,-46.4616922,Não
Mirassol,São Paulo,353030,-20.8141411,-49.507449,Não
Mococa,São Paulo,353050,-21.464731,-47.002405,Não
Mogi das Cruzes,São Paulo,353060,-23.5234284,-46.1926671,Não
Mogi Guaçu,São Paulo,353070,-22.372222,-46.9425,Não
Mogi Mirim,São Paulo,353080,-22.433123,-46.958246,Não
Mongaguá,São Paulo,353110,-24.0959454,-46.6234361,Não
Monte Alto,São Paulo,353130,-21.265545,-48.497066,Não
Monte Mor,São Paulo,353180,-22.945043,-47.312182,Não
Nova Odessa,São Paulo,353340,-22.7805746,-47.2993805,Não
Olímpia,São Paulo,353390,-20.736634,-48.910625,Não
Osasco,São Paulo,353440,-23.5324859,-46.7916801,Não
Ourinhos,São Paulo,353470,-22.9777918,-49.868204,Não
Paulínia,São Paulo,353650,-22.7630391,-47.1532213,Não
Penápolis,São Paulo,353730,-21.4192406,-50.0765588,Não
Peruíbe,São Paulo,353760,-24.3218105,-46.9977452,Não
Piedade,São Paulo,353780,-23.7074096,-47.4252319,Não
Pindamonhangaba,São Paulo,353800,-22.9364,-45.4622602,Não
Piracicaba,São Paulo,353870,-22.725165,-47.6493269,Não
Pirapora do Bom Jesus,São Paulo,353910,-23.3972146,-47.0025661,Não
Pirassununga,São Paulo,353930,-21.9980468,-47.4280861,Não
Poá,São Paulo,353980,-23.5249082,-46.3445663,Não
Porto Feliz,São Paulo,354060,-23.2110713,-47.5247163,Não
Porto Ferreira,São Paulo,354070,-21.8529134,-47.4794943,Não
Praia Grande,São Paulo,354100,-24.008979,-46.4144939,Não
Presidente Prudente,São Paulo,354140,-22.1225167,-51.3882528,Não
Registro,São Paulo,354260,-24.497942,-47.844895,Não
Ribeirão Pires,São Paulo,354330,-23.7134177,-46.4160929,Não
Ribeirão Preto,São Paulo,354340,-21.1776315,-47.8100983,Não
Rio Claro,São Paulo,354390,-22.4100108,-47.5603933,Não
Rio Grande da Serra,São Paulo,354410,-23.7441905,-46.3924746,Não
Salesópolis,São Paulo,354500,-23.528805,-45.84653,Não
Salto,São Paulo,354520,-23.1989983,-47.2913682,Não
Santa Bárbara d'Oeste,São Paulo,354580,-22.7542539,-47.4137884,Não
Santa Isabel,São Paulo,354680,-23.3194222,-46.2271903,Não
Santana de Parnaíba,São Paulo,354730,-23.4446715,-46.9167722,Não
Santo André,São Paulo,354780,-23.6533509,-46.5279039,Não
Santos,São Paulo,354850,-23.9335988,-46.3286399,Não
São Bernardo do Campo,São Paulo,354870,-23.7080345,-46.5506747,Não
São Caetano do Sul,São Paulo,354880,-23.6195923,-46.5688323,Não
São Carlos,São Paulo,354890,-21.8788022,-47.8567619,Não
São João da Boa Vista,São Paulo,354910,-21.9687099,-46.7969216,Não
São Joaquim da Barra,São Paulo,354940,-20.5814993,-47.8608238,Não
São José do Rio Pardo,São Paulo,354970,-21.595288,-46.887303,Não
São José do Rio Preto,São Paulo,354980,-20.8125851,-49.3804212,Não
São José dos Campos,São Paulo,354990,-23.1867782,-45.8854538,Não
São Lourenço da Serra,São Paulo,354995,-23.8535923,-46.9440587,Não
São Paulo,São Paulo,355030,-23.5506507,-46.6333824,Não
São Roque,São Paulo,355060,-23.5304843,-47.1355473,Não
São Sebastião,São Paulo,355070,-23.8027866,-45.4070527,Não
São Vicente,São Paulo,355100,-23.9664177,-46.3861401,Não
Sertãozinho,São Paulo,355170,-21.1375782,-47.9913741,Não
Sorocaba,São Paulo,355220,-23.5003451,-47.4582864,Não
Sumaré,São Paulo,355240,-22.8217964,-47.267105,Não
Suzano,São Paulo,355250,-23.5427842,-46.3108391,Não
Taboão da Serra,São Paulo,355280,-23.6121912,-46.7790539,Não
Taquaritinga,São Paulo,355370,-21.4064327,-48.5056132,Não
Tatuí,São Paulo,355400,-23.3489848,-47.8490165,Não
Taubaté,São Paulo,355410,-23.031448,-45.5612792,Não
Tupã,São Paulo,355500,-21.9349129,-50.5141255,Não
Ubatuba,São Paulo,355540,-23.433162,-45.083415,Não
Valinhos,São Paulo,355620,-22.97056,-46.99583,Não
Vargem Grande Paulista,São Paulo,355645,-23.599338,-47.022038,Não
Várzea Paulista,São Paulo,355650,-23.2113889,-46.8283333,Não
Vinhedo,São Paulo,355670,-23.0298535,-46.9749847,Não
Votorantim,São Paulo,355700,-23.5383101,-47.4422496,Não
Votuporanga,São Paulo,355710,-20.4252908,-49.972028,Não
Aracaju,Sergipe,280030,-10.9162061,-37.0774655,Não
